longitude,latitude
-1.4176678021990752,41.397347823058254
-1.5267679959462086,41.81433649016026
-1.6381948444031558,42.23105724618957
-1.7520047757839268,42.647503424083624
-1.8682561711011143,43.06366813919455
-0.18106193551581784,38.54361018646099
-0.27242023208436017,38.96338712859802
-0.3657039575347544,39.38294961161538
-0.4609568456262976,39.80229256972115
-0.5582240949451841,40.22141078510984
-0.6575524262848993,40.640298881348436
-0.7589901427263339,41.05895131643887
-0.8625871925610068,41.47736237553863
-0.9683952352093171,41.89552616332016
-1.076467710294565,42.31343659594859
-1.1868599100432624,42.73108739265567
-1.299629055192227,43.14847206688685
-0.010596785909234187,40.29551765648888
-0.10676476459544727,40.71550537515354
-0.2049815254886503,41.135270604451165
-0.3052958867174556,41.55480797814464
-0.4077583507053306,41.974111960087576
-0.5124211728382265,42.39317683660317
-0.6193384334799631,42.811996708476165
0.4460714095844108,40.78818316046822
0.3511244114569361,41.20902618867434
0.2541432298176914,41.62965456647494
0.15507858787876896,42.050063111406175
0.05387948647617317,42.4702464744318
0.9092642562877945,41.28018947632255
0.8156655196830818,41.70187287639609
0.7200496870546816,42.12334966271812
0.6223670868750588,42.54461484461866
1.4693729439520389,41.34873269132829
1.379204624259919,41.77143447562096
1.2870872606935184,42.19394250666596
1.19297258001813,42.61625214512804
2.031383789353326,41.414628904350295
1.9446924976151363,41.838311794788154
1.8561218647274982,42.26181341529063
2.512059443797424,41.90247815797407
2.4270823353951587,42.32693507165417
3.081234157474559,41.96390781256939
