longitude,latitude
-8.460783137711145,37.128324198842755
-8.592725468277985,37.52724783798975
-8.7272935006179,37.925740527375076
-9.00451926433264,38.72139160583017
-9.147287195662392,39.11852854496106
-7.961018557216438,37.232003652035246
-8.09079378069508,37.632427868764715
-8.223162279304436,38.032435508155324
-8.358176642713174,38.43201659916498
-8.495891013115404,38.83116089215262
-8.636361135472594,39.22985784832469
-8.779644409585684,39.62809662874069
-8.925799944062094,40.02586608285728
-7.458712030043475,37.333801882750386
-7.5862690686092344,37.735703505496026
-7.716385451896742,38.13720288119393
-7.849113547754302,38.53829036219203
-7.984507285697176,38.93895602939281
-8.122622208273516,39.33918968186752
-8.26351552434675,39.738980826031025
-8.40724616436499,40.13831866435614
-8.553874837690582,40.53719208360607
-6.953897257869382,37.433685823237106
-7.079185263776943,37.83704100152653
-7.206997172145502,38.24000820652281
-7.337385079495727,38.642578116586876
-7.470402651309486,39.04474114604114
-7.606105174451128,39.4464874349673
-7.744549611589222,39.84780683856698
-7.885794657695573,40.24868891606414
-8.02990079870117,40.649122919127315
-8.17693037239142,41.0490977797885
-8.32694763162518,41.44860209783446
-8.48001880996514,41.84762412764474
-8.636212189809124,42.246151764449614
-8.795598173114772,42.64417252997968
-8.958249354812095,43.04167355747738
-6.092130650405379,36.31511376245334
-6.20793389207391,36.72096774170944
-6.326077693174566,37.126473486161636
-6.446609406210512,37.53162271556501
-6.569577809509767,37.93640692088494
-6.695033154852624,38.34081735547943
-6.823027216948512,38.744845025904645
-6.953613344836914,39.14848068232574
-7.086846515289575,39.5517148085136
-7.222783388294464,39.95453761140782
-7.361482364704751,40.35693901022452
-7.503003646139062,40.758908625086875
-7.647409297222483,41.16043576515516
-7.794763310260812,41.561509416231345
-7.945131672443629,41.96211822781282
-8.098582435675109,42.362250499567516
-8.255185789134236,42.76189416720209
-8.415014134669708,43.16103678769281
-5.589288759878394,36.40694123207835
-5.702835343623839,36.814158587771765
-5.818685135634294,37.221040880576595
-5.936885109812357,37.627580137786424
-6.057483666967092,38.0337681651632
-6.180530683139461,38.43959653832045
-6.306077559839691,38.84505659373417
-6.434177276276007,39.250139419363414
-6.5648844436574665,39.65483584486112
-6.69825536165688,40.05913643135534
-6.834348077123409,40.46303146077965
-6.973222445137721,40.86651092473015
-7.114940192506298,41.269564512825745
-7.259564983795224,41.67218160054691
-7.4071624900072335,42.07435123652658
-7.557800460009995,42.476062129265856
-7.711548794827064,42.87730263324539
-7.868479624906896,43.27806073440181
-8.028667390489312,43.67832403493698
-5.084189477140313,36.49683419290263
-5.195433816929247,36.905389354924054
-5.308942633693167,37.31362252221557
-5.424762476256427,37.721526030305064
-5.54294131959637,38.129092000619465
-5.66352861379051,38.53631233208104
-5.7865753349349225,38.943178692336495
-5.912134038118122,39.34968250860105
-6.040258912538404,39.75581495809808
-6.171005838856364,40.16156695807432
-6.30443244887808,40.56692915536929
-6.4405981876686305,40.97189191551661
-6.579564378199501,41.37644531135349
-6.721394288637874,41.78057911111358
-6.866153202390001,42.18428276597664
-7.013908491015385,42.58754539704753
-7.164729690132918,42.9903557817351
-7.318688578444916,43.39270233949999
-4.576871109415828,36.58476290057603
-4.685768043058684,36.9946296707269
-4.796889343592385,37.404187396668426
-4.910281087719104,37.813428722415196
-5.025990775650784,38.222346085469404
-5.144067380597169,38.63093170864177
-5.264561400280934,39.03917759151147
-5.38752491056881,39.4470755015069
-5.513011621311769,39.85461696458824
-5.6410769344915455,40.26179325551175
-5.771778004774952,40.668595387654456
-5.905173802582023,41.0750141023769
-6.041325179778653,41.48103985790022
-6.180294938109207,41.88666281767267
-6.322147900489508,42.291872838199055
-6.466950985285656,42.69665945630522
-6.614773283709652,43.10101187580828
-6.765686140467822,43.50491895356134
-4.173878131572863,37.081849570222694
-4.282565847096272,37.49270490111169
-4.393482000820192,37.9032569589743
-4.5066735687172175,38.31349849732747
-4.622188995629113,38.7234220629633
-4.740078247289511,39.13301998765154
-4.860392864519342,39.54228437946982
-4.983186019692682,39.95120711374278
-5.108512575575764,40.35977982356989
-5.236429146646395,40.76799388992098
-5.366994163006162,41.17584043127697
-5.50026793700286,41.58331029279242
-5.636312732685985,41.990394034954576
-5.775192838223815,42.397081921712875
-5.916974641416204,42.80336390805072
-6.061726708443407,43.20922962697019
-3.5557370106820954,36.75461061993265
-3.6598055673761536,37.16701952120861
-3.7660141488319603,37.57914487031648
-3.8744077445019465,37.99097992717005
-3.985032756190462,38.40251776075812
-4.09793704836404,38.81375124144756
-4.213170000588277,39.224673032939656
-4.33078256218951,39.63527558386195
-4.450827309243793,40.04555111897665
-4.573358504001131,40.45549162998607
-4.69843215685773,40.86508886591367
-4.826106090994765,41.274334323038865
-4.95644000980781,41.68321923436181
-5.089495567256799,42.0917345585735
-5.225336441273024,42.499870968504716
-5.3640284103656946,42.90761883902612
-5.505639433577577,43.31496823436981
-3.042004544349319,36.83647225748061
-3.143593205709544,37.250110449539044
-3.2472776716890097,37.663477602697924
-3.3531023158831426,38.07656728334174
-3.4611129156333953,38.489372874895146
-3.57135670261046,38.90188757038221
-3.683882415567398,39.314104364647086
-3.7987403553648544,39.72601604621883
-3.9159824423755114,40.137615188801426
-4.035662276380584,40.54889414236977
-4.157835199076576,40.959845023850455
-4.282558359316554,41.37045970736558
-4.4098907812165145,41.78072981401621
-4.539893435263692,42.19064670118077
-4.672629312570723,42.60020145130226
-4.808163502426552,43.009384860136635
-4.946563273302568,43.418187424432816
-2.5262195098222517,36.916254942747955
-2.6252852652412955,37.33109376441896
-2.726401250231499,37.745673886365715
-2.829611174036174,38.15998917981418
-2.9349601389668303,38.57403334108617
-3.042494691162197,38.9877998844238
-3.1522628735554923,39.40128213448448
-3.2643142811559396,39.81447321848911
-3.378700118756097,40.227366058005245
-3.4954732611823403,40.63995336034582
-3.614688316211893,41.05222760956291
-3.736401690286214,41.46418105701482
-3.8606716571573654,41.87580571148343
-3.9875584296108575,42.28709332881741
-4.117124234416136,42.69803540107546
-4.249433390663479,43.108623145141955
-2.0084268267935252,36.993931193296056
-2.104927319215452,37.40994138364811
-2.203431122079034,37.825705025134695
-2.3039812316397916,38.24121629170159
-2.4066220244370427,38.6564691905178
-2.511399308127984,39.071457555073614
-2.6183603745630406,39.48617503795882
-2.7275540552122406,39.90061510330425
-2.8390307790580995,40.31477101886833
-2.9528426330767363,40.72863584775011
-3.0690434254354413,41.14220243970818
-3.187688751541673,41.55546342206424
-3.308836063085835,41.96841119016874
-3.4325447402277187,42.381037897404255
-3.5588761670844833,42.793335444701384
-3.6878938106865875,43.20529546953966
-1.582566284622505,37.48662575877526
-1.6784149172173584,37.903542864452874
-1.7762608444643206,38.320219843637176
-1.876147666313831,38.736651011775805
-1.9781203988844407,39.152830519098494
-2.0822255275366732,39.56875234368664
-2.1885110623287356,39.98441028421689
-2.297026595973331,40.39979795236091
-2.407823364421303,40.81490876482284
-2.520954310204675,41.22973593499469
-2.6364741486790897,41.6442724642087
-2.7544394373131986,42.05851113256414
-2.8749086481807704,42.47244448930548
-2.9979422438199443,42.8860648427261
-3.12360275663297,43.29936424957137
-1.0582504093608496,37.561119900120985
-1.151401645204076,37.979159817203644
-1.2464997986513329,38.3969716363834
-1.3435876422770365,38.81454997829333
-1.4427093476061117,39.23188930684826
-1.543910538073289,39.648983922612935
-1.6472383443890966,40.0658279558555
-1.7527414624348916,40.48241535926886
-1.8604702138164713,40.89873990034218
-1.970476609212773,41.31479515336269
-2.0828144146641856,41.73057449102777
-2.1975392209528426,42.14607107564524
-2.314708516236186,42.56127784989883
-2.434381762104052,42.97618752715427
-2.556620473239298,43.39079258127967
-0.7147492957547131,38.471444073276885
-0.8089939984550408,38.890137875639276
-0.9052190623320863,39.30860507041957
-1.0034691935492774,39.72684027708405
-1.103790585595933,40.1448379539409
-1.2062309769912594,40.5625923911907
-1.3108397116713084,40.980097703639906
